ID_Producto,Nombre_Producto,Categoria,Marca,Precio_Costo,Precio_Venta,Stock_Actual
"00430,job,Smartphone,""Bennett, White and Vega"",274.38,540.49,15"
00431,hard,Smartphone,Henson-Bray,460.65,93.7,81
"00432,reality,Laptop,""Noble, Johnson and Woods"",54.8,313.71,83"
00433,myself,Tablet,Perry-Simmons,281.85,642.07,55
00434,record,Laptop,Young-Shaffer,413.98,79.48,52
"00435,light,Accessory,""Reyes, Young and Bell"",282.68,453.29,100"
00436,course,Laptop,Thomas Group,453.76,243.11,80
"00437,site,Accessory,""Brady, Vargas and Smith"",368.93,501.09,92"
"00438,visit,Smartphone,""Richardson, Hernandez and Frederick"",268.59,504.31,82"
"00439,which,Smartphone,""Fletcher, Owens and Green"",131.39,525.99,68"
"00440,hope,Laptop,""Baker, Gross and Miller"",342.29,518.4,47"
00441,case,Accessory,Kennedy-Molina,182.5,544.16,91
00442,seven,Tablet,Fisher Inc,453.49,264.68,31
00443,hand,Tablet,Bass PLC,263.39,546.29,81
"00444,society,Accessory,""Murray, Keith and Moore"",229.0,392.7,16"
00445,cost,Laptop,Lopez-Gibson,189.4,294.18,40
00446,garden,Tablet,Smith and Sons,322.69,65.5,28
00447,she,Accessory,Howard and Sons,402.12,406.9,82
"00448,part,Accessory,""Young, Smith and Archer"",187.69,163.12,90"
"00449,possible,Laptop,""Martin, Reilly and Kramer"",398.08,504.07,40"
"00450,truth,Smartphone,""Cruz, Moore and Olson"",221.98,190.82,36"
00451,concern,Tablet,Walker PLC,269.59,465.3,23
00452,push,Laptop,Kim-Hamilton,427.19,431.39,27
00453,purpose,Accessory,Evans-Moore,121.67,205.0,73
"00454,yeah,Tablet,""Miranda, Matthews and Garcia"",283.25,299.44,33"
00455,suffer,Tablet,Anderson Inc,237.38,654.89,23
00456,nor,Laptop,Patterson-Brown,99.21,163.51,74
00457,hot,Laptop,Bond-White,179.55,232.09,45
00458,surface,Tablet,Ross-Ortiz,158.58,520.45,46
"00459,law,Smartphone,""Hoover, White and Martinez"",385.99,178.33,33"
00460,enough,Smartphone,Hale PLC,242.09,399.65,6
00461,power,Smartphone,Castillo-Bernard,216.71,648.14,75
"00462,address,Smartphone,""Garcia, Liu and Reynolds"",437.47,160.5,71"
00463,parent,Smartphone,Malone-Baker,205.98,167.21,42
00464,degree,Tablet,Lee Group,182.4,692.59,85
00465,far,Laptop,Stevens and Sons,281.11,436.25,47
00466,window,Tablet,Ramirez-Hall,161.63,518.24,55
00467,establish,Tablet,Johnson LLC,220.89,165.54,44
00468,news,Tablet,Costa Group,88.0,92.98,8
"00469,doctor,Tablet,""Murphy, Collins and Duke"",382.28,308.25,95"
"00470,Congress,Smartphone,""Baker, Lee and Pugh"",261.98,477.63,70"
00471,wish,Tablet,Willis Inc,160.35,172.03,37
"00472,pressure,Smartphone,""Torres, Rhodes and Martin"",264.76,582.83,98"
00473,color,Tablet,Flowers-Moody,360.48,595.85,76
"00474,hotel,Laptop,""Ballard, Wallace and Davis"",322.2,493.45,70"
"00475,him,Tablet,""Wilson, Howard and Clay"",220.63,212.49,92"
00476,important,Accessory,Hernandez-Phillips,397.55,237.38,58
00477,serve,Accessory,Anderson-Sanchez,281.93,165.62,70
00478,commercial,Tablet,King and Sons,198.41,195.15,66
"00479,approach,Laptop,""Schmidt, Fox and Schwartz"",483.54,227.18,64"
"00480,dinner,Tablet,""Andersen, Torres and Brock"",494.38,386.25,39"
00481,many,Accessory,Hale-Wells,183.09,344.74,81
"00482,commercial,Accessory,""Chan, Moore and Henry"",439.28,360.87,61"
00483,often,Accessory,Brown Inc,92.06,318.62,97
00484,interest,Laptop,Hartman Group,56.2,87.23,0
00485,word,Accessory,Webster LLC,473.4,540.62,88
"00486,production,Laptop,""Patterson, Patrick and Willis"",156.89,269.08,13"
00487,exist,Smartphone,Gray-Kelly,372.75,121.41,15
"00488,sense,Laptop,""Ward, Miller and Vazquez"",425.77,655.0,41"
"00489,school,Accessory,""Lee, Buck and Williams"",457.86,469.99,37"
"00490,health,Laptop,""Freeman, Aguilar and Dougherty"",308.31,450.95,19"
00491,nearly,Tablet,Moore PLC,253.55,101.97,62
00492,today,Tablet,Lee LLC,64.4,117.46,32
"00493,choice,Smartphone,""Murphy, Campbell and Colon"",138.1,495.92,55"
00494,call,Accessory,Jones-Gibson,83.32,88.29,27
00495,base,Tablet,Rice-Gardner,148.5,223.91,35
00496,sing,Laptop,Alexander Inc,370.98,269.65,21
"00497,common,Tablet,""Burgess, Macias and Lucas"",75.38,651.04,81"
00498,season,Laptop,Bradshaw Ltd,185.88,582.86,54
"00499,week,Tablet,""Lee, Hayes and King"",256.04,505.75,74"
00500,none,Smartphone,Hawkins Ltd,421.49,178.54,93
00501,important,Laptop,Jones and Sons,347.99,169.39,44
"00502,to,Accessory,""Smith, Ibarra and Lopez"",439.93,160.1,55"
00503,color,Laptop,Dalton-Crawford,204.99,502.39,79
00504,per,Accessory,Hall Group,431.37,340.97,35
00505,seat,Laptop,Koch Inc,296.56,467.3,23
00506,student,Laptop,Walker-Salazar,269.66,403.26,19
00507,use,Smartphone,Simon-Day,331.73,387.4,98
00508,there,Laptop,Jackson-Roman,61.43,342.51,39
00509,share,Accessory,Stanley PLC,465.35,183.72,35
00510,brother,Tablet,Warren-Morton,83.11,119.58,71
"00511,happen,Tablet,""Davila, Singleton and Irwin"",166.17,348.38,99"
00512,process,Laptop,Pope Inc,237.52,308.33,46
00513,western,Tablet,Becker Ltd,96.53,463.29,11
00514,decade,Smartphone,Young-Anderson,439.39,138.6,60
00515,provide,Laptop,Mcbride and Sons,119.59,636.84,75
00516,mother,Laptop,Mcdonald-Bonilla,306.74,155.34,93
00517,speech,Tablet,Wilkinson-Parker,73.72,684.91,55
00518,expert,Smartphone,Jackson-Mcgrath,327.71,629.5,17
"00519,opportunity,Tablet,""Phillips, Thompson and Jefferson"",115.02,328.71,96"
00520,child,Smartphone,Daniels Group,274.52,600.15,19
"00521,scene,Accessory,""Norman, Carlson and Hoover"",284.24,663.44,36"
00522,seek,Tablet,Newman-Watson,415.17,405.02,36
00523,very,Tablet,Lambert-Garcia,316.98,266.23,79
00524,reveal,Tablet,Boyd and Sons,350.95,499.88,88
"00525,unit,Tablet,""Williams, Mcdonald and Sullivan"",103.29,603.69,16"
"00526,run,Accessory,""King, Smith and Johnson"",442.3,134.66,8"
"00527,quite,Laptop,""Carroll, Kelley and Barton"",410.77,164.13,88"
00528,these,Laptop,Reeves-Fisher,180.09,251.43,58
00529,exist,Tablet,Henderson-Lowe,394.84,139.79,53
00530,deal,Laptop,Miller-White,400.7,505.68,52
00531,last,Smartphone,Molina PLC,70.82,686.6,61
00532,past,Laptop,Martin-Flores,219.33,326.0,22
"00533,radio,Laptop,""Gray, Porter and Smith"",258.63,497.73,44"
00534,same,Smartphone,Cruz-Bolton,210.28,127.04,89
"00535,traditional,Accessory,""Kennedy, Short and Russell"",346.79,407.79,97"
00536,national,Accessory,Gonzalez-Rodriguez,256.31,106.22,63
00537,explain,Tablet,Olsen-Douglas,261.17,331.56,49
"00538,serious,Accessory,""Young, Guerrero and Caldwell"",203.35,415.53,38"
00539,ground,Accessory,Perez LLC,348.49,609.65,51
"00540,protect,Tablet,""Carter, Hunter and Stuart"",373.58,309.25,43"
00541,hundred,Accessory,Davis Ltd,271.57,336.74,54
00542,simply,Tablet,Gray-Chung,463.66,65.5,25
00543,month,Laptop,Hernandez LLC,112.35,89.82,18
00544,window,Smartphone,Thomas Group,447.16,63.44,78
00545,score,Accessory,Kramer LLC,429.69,309.7,76
00546,guess,Smartphone,Mccann LLC,247.29,350.46,60
00547,western,Tablet,Powell-Hahn,51.84,268.33,37
00548,authority,Laptop,Maxwell-Nunez,141.22,237.43,96
00549,draw,Accessory,Henderson LLC,116.15,211.93,67
00550,most,Smartphone,Arnold Ltd,456.86,146.42,3
"00551,outside,Tablet,""Garcia, Todd and Madden"",55.25,519.91,86"
00552,wait,Accessory,Hayden-Ray,247.77,149.43,91
00553,maintain,Accessory,Berg-Snow,479.86,638.57,44
"00554,leave,Laptop,""Mccarthy, Smith and Zavala"",306.67,282.25,76"
00555,again,Laptop,Clark-Brown,445.17,125.1,31
"00556,music,Smartphone,""Mcdonald, Farley and Macdonald"",496.31,148.54,42"
00557,yes,Tablet,Baker-Clark,304.4,191.46,68
"00558,over,Laptop,""White, Bullock and Wilson"",125.15,499.15,88"
00559,everyone,Tablet,Stark Ltd,132.59,665.56,76
00560,keep,Accessory,Parsons-Price,336.39,364.34,29
00561,whose,Laptop,Good LLC,64.36,481.23,34
00562,customer,Tablet,Bowman PLC,93.87,567.93,92
"00563,tend,Accessory,""Hawkins, Moss and Williams"",307.81,388.06,43"
00564,particularly,Tablet,Fernandez-Blevins,387.15,168.87,36
"00565,enter,Accessory,""Stone, Mays and Williams"",108.04,341.38,37"
00566,there,Smartphone,Contreras-Watson,50.99,372.48,32
00567,city,Accessory,Ferguson-Green,301.7,569.83,9
00568,many,Laptop,Carlson Ltd,376.9,646.72,96
00569,analysis,Laptop,Jones-Miller,337.25,107.25,46
"00570,majority,Accessory,""Freeman, Mullins and Parker"",370.19,225.48,65"
00571,these,Laptop,Finley-Dodson,434.71,184.27,26
"00572,answer,Laptop,""Walker, Wright and Flores"",97.87,381.01,6"
00573,learn,Tablet,Cooper-Davis,275.35,248.9,91
"00574,arrive,Laptop,""May, Gray and Baker"",179.74,444.6,80"
00575,generation,Laptop,Garcia-Williams,355.14,526.51,3
"00576,attorney,Smartphone,""Johnson, Black and Richardson"",144.24,123.96,81"
00577,small,Laptop,Atkins-Wade,261.04,316.34,28
00578,good,Laptop,Ramirez-Dudley,372.96,346.27,23
00579,condition,Laptop,Young-Chandler,448.2,375.65,0
00580,speak,Tablet,Callahan-Kennedy,318.09,319.5,59
"00581,institution,Laptop,""Ashley, Ware and Jones"",268.6,628.65,12"
00582,create,Tablet,Harper-Johnston,407.99,203.32,92
00583,choice,Smartphone,Mcgrath-Jackson,188.33,425.75,77
00584,year,Laptop,Williams PLC,145.58,197.01,40
00585,range,Tablet,Hudson PLC,459.57,478.72,9
"00586,person,Smartphone,""Lawrence, Henry and Hernandez"",434.41,611.76,57"
"00587,blood,Tablet,""Robinson, Santos and Gonzalez"",273.52,146.21,17"
00588,herself,Laptop,Peterson LLC,325.54,127.61,31
00589,beat,Smartphone,Kelly-Harris,144.02,507.27,61
00590,kind,Tablet,Gray-Rodriguez,175.3,230.76,6
00591,wonder,Smartphone,Jones-Fisher,400.32,163.92,15
00592,late,Tablet,Miller Inc,223.04,479.27,69
00593,follow,Accessory,Leon-Davis,446.46,538.98,89
00594,key,Laptop,West Inc,167.05,588.48,77
00595,way,Tablet,Riley-Wright,84.33,326.99,14
"00596,probably,Laptop,""Wilson, Carrillo and Horton"",464.58,517.28,5"
00597,loss,Accessory,Schmitt LLC,405.42,174.32,9
"00598,agent,Accessory,""Sanchez, Gilbert and Mckenzie"",314.38,138.42,38"
00599,director,Smartphone,Rodriguez PLC,113.57,110.79,100
00600,end,Laptop,Mitchell-Clark,420.66,558.0,94
00601,building,Accessory,Herrera Ltd,468.65,298.86,65
00602,organization,Accessory,Gonzales Group,132.67,476.82,58
00603,conference,Smartphone,Castillo PLC,237.89,543.96,28
00604,thus,Smartphone,Mason-Edwards,470.64,583.53,80
00605,space,Laptop,Adams LLC,368.95,687.04,25
"00606,role,Tablet,""Wagner, Franklin and Miller"",455.14,70.3,67"
00607,guess,Accessory,Hughes-Rodgers,350.68,192.75,87
00608,its,Tablet,Lopez-Murillo,334.25,302.75,68
00609,five,Tablet,Hoffman Ltd,250.09,332.98,81
00610,vote,Smartphone,Rogers-Cannon,241.31,217.27,52
00611,guess,Smartphone,Davenport-Love,175.64,334.47,30
00612,animal,Tablet,Sanders-Rogers,60.63,548.45,82
"00613,of,Tablet,""May, Cruz and Harrell"",150.27,329.42,9"
"00614,ability,Accessory,""Austin, Douglas and Nolan"",484.81,245.26,55"
00615,home,Smartphone,Kaufman-Ford,116.74,384.63,72
00616,certain,Accessory,Sullivan-Dominguez,450.4,275.9,100
"00617,Democrat,Smartphone,""Collins, Hays and Downs"",218.39,72.53,72"
00618,edge,Accessory,Ortega-Scott,468.27,252.63,78
00619,activity,Tablet,Novak Ltd,69.57,145.3,27
00620,safe,Accessory,Smith-Francis,285.98,101.87,48
00621,should,Accessory,Ballard-Hale,250.76,329.28,36
00622,physical,Smartphone,Ryan-Rodriguez,122.11,430.8,30
"00623,property,Laptop,""Sullivan, Wilson and Andrade"",497.13,431.73,74"
00624,whether,Smartphone,Jones-Castro,66.26,617.3,53
"00625,network,Laptop,""Wheeler, French and Jackson"",430.09,694.58,81"
00626,know,Tablet,Ewing Group,392.3,456.52,82
00627,old,Smartphone,Lopez Ltd,428.67,372.09,31
00628,world,Laptop,Dorsey-Mccarty,469.35,609.13,92
"00629,worry,Tablet,""Dixon, Cruz and Gonzalez"",249.34,217.22,64"
00630,move,Tablet,Brown-Washington,446.13,67.73,60
00631,even,Laptop,Hill PLC,405.92,675.86,91
00632,three,Smartphone,Petersen Ltd,102.64,653.25,82
"00633,how,Laptop,""Duarte, Adkins and Garrett"",247.65,608.91,86"
"00634,fund,Smartphone,""Curtis, Johnston and Hill"",321.17,652.22,96"
"00635,everything,Laptop,""Warner, Perry and Roberts"",280.94,93.72,16"
00636,perhaps,Laptop,Barnes-Garcia,380.85,644.4,57
"00637,walk,Accessory,""Lee, Hammond and Mcdonald"",247.51,170.84,9"
00638,value,Tablet,Buchanan-Munoz,348.26,252.56,26
00639,skin,Tablet,Wang LLC,111.61,116.05,66
"00640,night,Smartphone,""Klein, Morris and Robertson"",410.11,661.56,45"
00641,hit,Tablet,Brown and Sons,367.83,663.66,39
00642,enjoy,Tablet,Contreras Group,498.15,232.89,92
00643,left,Tablet,Becker-Mcfarland,380.37,199.94,25
00644,keep,Tablet,Juarez Inc,328.2,475.14,67
00645,should,Accessory,Clarke-Brown,454.8,649.83,1
00646,any,Smartphone,Phillips-Walker,401.76,201.82,49
00647,by,Laptop,Brown-Williams,169.84,434.21,57
00648,scene,Smartphone,Bridges and Sons,303.62,269.25,41
00649,morning,Accessory,Mcclain-Wilson,360.06,196.57,64
"00650,maybe,Smartphone,""Stewart, Hammond and Walker"",366.91,516.04,61"
00651,head,Accessory,Evans-Braun,487.48,554.03,45
"00652,consumer,Tablet,""Reyes, Myers and Herrera"",409.58,66.75,44"
"00653,hand,Tablet,""Colon, Wagner and Hill"",76.41,237.08,33"
00654,whom,Tablet,Kennedy and Sons,334.16,235.17,30
"00655,at,Accessory,""Owens, Wilson and Blackwell"",148.15,654.05,76"
"00656,adult,Smartphone,""Parker, Jones and Scott"",492.7,544.1,46"
00657,hundred,Tablet,Graves-Tyler,239.73,174.89,28
00658,case,Accessory,Bartlett Inc,216.7,342.33,78
00659,yard,Tablet,Fritz PLC,150.04,354.01,90
00660,activity,Laptop,Owens-Johnson,88.61,687.52,22
"00661,notice,Smartphone,""Bradshaw, Brown and Welch"",256.06,569.32,20"
00662,standard,Tablet,Harris LLC,301.19,212.54,100
00663,knowledge,Accessory,Meyer-Rose,124.59,670.04,17
"00664,live,Accessory,""Stevens, Russell and Navarro"",67.64,670.4,39"
"00665,election,Smartphone,""Jordan, Christensen and Cooper"",242.87,423.84,0"
"00666,wonder,Tablet,""Moore, Macdonald and Quinn"",496.39,227.95,4"
00667,out,Smartphone,Evans Group,66.64,347.27,10
00668,support,Smartphone,Long Group,388.89,492.86,23
00669,adult,Laptop,Torres PLC,87.38,84.05,93
00670,two,Accessory,Ballard-Solomon,233.13,666.51,69
00671,image,Accessory,Carson-Hernandez,204.65,377.81,19
00672,fact,Laptop,Thomas-Turner,482.46,587.37,49
00673,likely,Laptop,Tate Inc,211.29,69.17,54
00674,project,Smartphone,Stephens-Butler,393.08,258.54,45
00675,write,Laptop,Reyes and Sons,216.61,135.05,89
00676,film,Accessory,Cummings-Bolton,430.08,279.06,73
00677,her,Smartphone,Allen and Sons,253.08,647.58,20
"00678,road,Laptop,""Mcdowell, Miller and Brown"",277.19,667.38,26"
00679,interesting,Accessory,Jennings LLC,340.7,683.99,43
00680,similar,Laptop,Obrien-Hale,390.34,250.99,90
00681,race,Tablet,Small-Anthony,373.08,363.76,75
"00682,effect,Laptop,""Young, Robinson and Walter"",50.81,205.15,15"
00683,spring,Tablet,Palmer-Elliott,194.14,551.37,7
00684,girl,Tablet,Buckley PLC,149.45,136.01,87
00685,group,Laptop,Hayes-Rodriguez,261.57,501.64,74
00686,ago,Accessory,Chan-Salinas,85.89,589.83,50
"00687,involve,Smartphone,""Allison, Anderson and Reeves"",263.13,623.21,78"
00688,money,Accessory,Spence Ltd,350.24,132.52,56
"00689,green,Smartphone,""Hernandez, Phillips and Oneill"",405.55,536.83,65"
00690,yourself,Tablet,Mckee and Sons,192.19,372.73,22
00691,card,Smartphone,Ramsey Group,367.86,79.86,61
00692,discover,Smartphone,Brown-Rodriguez,64.2,369.77,21
00693,certain,Laptop,Hall and Sons,314.06,552.57,88
00694,stuff,Laptop,Love LLC,210.43,88.92,9
00695,sound,Accessory,Davis-Nelson,156.79,174.24,78
00696,teach,Accessory,Miller-Rodriguez,340.4,413.01,62
00697,ball,Accessory,York Inc,98.94,675.62,35
00698,challenge,Laptop,Palmer LLC,173.6,119.1,3
00699,my,Laptop,Miller-Landry,70.39,235.31,26
00700,at,Tablet,Brown-Myers,486.56,683.38,49
"00701,far,Smartphone,""Lopez, Mason and Jackson"",495.78,117.31,47"
"00702,trial,Smartphone,""Webb, Mason and Singh"",89.58,60.41,87"
00703,mission,Laptop,Watkins-Reese,433.11,345.85,89
00704,tax,Accessory,Rollins and Sons,240.33,385.36,60
00705,fire,Laptop,Lee Ltd,425.86,333.7,45
00706,pick,Accessory,Pineda-Jacobs,308.47,557.59,49
"00707,man,Tablet,""Kim, Ortega and Obrien"",272.25,530.9,97"
00708,record,Laptop,Lambert PLC,160.59,606.47,41
"00709,need,Smartphone,""Hodge, Rose and Robertson"",117.68,331.16,91"
00710,while,Smartphone,Warren Ltd,471.0,223.74,6
00711,better,Tablet,Smith PLC,269.37,226.25,60
"00712,page,Tablet,""Hughes, Jones and Price"",474.21,174.39,14"
00713,decision,Tablet,Huang-Forbes,487.93,509.17,40
00714,feel,Smartphone,Johnson Group,452.77,268.32,82
00715,police,Laptop,Day-Scott,360.33,681.2,43
00716,hot,Tablet,Coleman and Sons,314.51,570.15,98
"00717,short,Laptop,""Webb, Arias and Lewis"",78.0,453.15,33"
00718,budget,Smartphone,Banks Ltd,410.23,377.85,62
00719,five,Laptop,Stone Ltd,113.24,340.74,7
00720,team,Smartphone,Morris LLC,263.3,333.37,74
00721,choose,Laptop,Quinn-Bowen,466.69,376.56,45
00722,save,Accessory,Estrada and Sons,434.81,214.53,72
00723,economy,Tablet,Brennan-Benjamin,64.59,183.67,25
00724,which,Laptop,Sanchez and Sons,333.28,646.47,66
00725,majority,Tablet,Barton Ltd,92.83,305.33,34
00726,paper,Accessory,Jones LLC,451.55,228.83,25
00727,religious,Smartphone,Rasmussen LLC,200.54,635.18,54
00728,seven,Accessory,Miller and Sons,437.67,176.81,95
00729,defense,Accessory,Gomez Inc,177.22,224.15,72
00730,PM,Laptop,Jones and Sons,296.14,559.79,81
00731,certain,Laptop,Rogers-Kirby,230.82,459.52,89
"00732,step,Tablet,""Stewart, Knox and Ball"",355.21,168.08,13"
"00733,evidence,Accessory,""Fitzgerald, Grant and Anderson"",250.59,96.26,59"
00734,bar,Smartphone,Thomas-Grant,226.01,221.45,73
00735,chair,Tablet,Burnett Inc,471.53,664.38,67
00736,reflect,Accessory,Stewart-Johnson,437.32,200.12,75
00737,pressure,Tablet,Willis Inc,221.32,557.14,50
"00738,provide,Accessory,""Lynch, Pena and Ward"",493.25,649.09,35"
00739,most,Tablet,Wade PLC,247.5,438.87,83
00740,fill,Accessory,Spears and Sons,385.14,679.13,41
00741,project,Tablet,Wolfe-Bradford,422.57,345.17,87
00742,when,Smartphone,Garrett-Norton,239.74,113.31,44
"00743,list,Accessory,""Bauer, Conner and Peterson"",376.03,88.53,38"
00744,tonight,Accessory,Dickerson and Sons,445.24,424.02,21
00745,possible,Smartphone,Ramirez Inc,380.89,236.35,18
00746,talk,Laptop,Williams-Hayden,162.99,422.15,99
"00747,strong,Laptop,""Buckley, Brown and Dunn"",140.36,691.42,99"
"00748,adult,Accessory,""Wallace, Miller and Mcbride"",279.38,541.38,35"
"00749,apply,Laptop,""Page, Poole and Armstrong"",66.65,335.22,49"
00750,public,Smartphone,Jones Inc,484.04,456.16,85
00751,case,Accessory,Powers Ltd,176.5,471.85,48
00752,foot,Laptop,Young-Rosales,297.73,285.79,56
00753,report,Smartphone,Yoder-Valdez,466.98,346.41,95
00754,grow,Tablet,Thomas-Anderson,327.39,142.21,3
00755,improve,Accessory,Valentine PLC,493.32,202.49,40
00756,reflect,Laptop,Frost-Lee,261.73,125.94,1
00757,party,Accessory,Terrell-Carey,377.97,294.64,15
"00758,design,Smartphone,""Guerra, Cooke and Lewis"",414.48,317.39,59"
00759,information,Accessory,Bryant-Boyd,81.94,492.64,36
00760,player,Laptop,Wiggins-Scott,346.84,155.29,67
00761,most,Tablet,Griffin Group,354.19,571.87,68
00762,usually,Tablet,Cabrera and Sons,428.46,379.77,23
00763,determine,Accessory,Lewis-Jones,354.8,96.2,4
00764,moment,Laptop,Randall Ltd,233.04,145.95,79
"00765,view,Tablet,""Casey, Cantu and Torres"",289.25,684.77,39"
"00766,bring,Smartphone,""Wolfe, Brown and Mack"",156.99,621.06,2"
00767,including,Accessory,Walker and Sons,122.1,503.16,89
"00768,threat,Tablet,""Davis, Sutton and Rasmussen"",256.6,502.0,68"
00769,policy,Laptop,Mitchell-Ramos,322.81,160.11,66
00770,happen,Laptop,Lutz Group,267.25,322.32,62
00771,many,Accessory,Boone PLC,85.77,692.72,56
00772,TV,Accessory,Le LLC,456.07,314.97,96
"00773,hear,Tablet,""Young, Rodriguez and Martin"",138.29,365.49,58"
00774,expert,Smartphone,Spencer-Barnes,310.67,224.24,4
00775,air,Smartphone,Turner-Dominguez,469.03,628.61,40
00776,whom,Accessory,Buchanan-Lawson,182.37,60.91,87
00777,better,Accessory,Friedman Ltd,100.86,114.72,18
00778,writer,Smartphone,Harper-Rush,462.45,361.11,72
00779,former,Accessory,Mccoy Ltd,138.72,384.35,71
00780,despite,Accessory,Wyatt-Mahoney,119.25,99.98,96
00781,wife,Laptop,Campos LLC,163.96,311.06,25
"00782,future,Tablet,""Duarte, Ponce and Davis"",281.38,442.22,35"
"00783,without,Tablet,""Fuller, Le and Hartman"",150.38,369.18,74"
00784,art,Smartphone,Williams Ltd,395.75,395.22,39
00785,build,Tablet,Kelly and Sons,52.92,187.53,33
00786,camera,Smartphone,Peterson-Hicks,72.56,382.03,53
"00787,there,Tablet,""Macias, Morris and Farmer"",141.05,607.4,3"
00788,home,Accessory,May Inc,99.81,294.43,21
00789,hard,Laptop,Moore PLC,438.3,672.48,75
00790,guess,Laptop,Armstrong LLC,256.29,534.79,56
"00791,store,Smartphone,""Hill, Douglas and Washington"",385.09,212.58,6"
00792,draw,Tablet,Sosa-Wilson,287.47,116.71,7
"00793,under,Laptop,""Davis, Davis and Harris"",76.63,66.83,71"
"00794,recent,Smartphone,""Carter, Lopez and Griffith"",262.51,519.72,70"
00795,similar,Laptop,Bird-Dunn,340.53,309.11,64
00796,various,Tablet,Alexander LLC,147.56,120.32,78
00797,kind,Smartphone,Martin PLC,278.84,167.68,97
00798,wait,Accessory,Rodriguez Group,98.27,564.74,33
00799,peace,Smartphone,Martinez and Sons,300.62,86.54,94
"00800,trip,Tablet,""Hudson, Perez and Peterson"",498.61,404.92,9"
"00801,business,Accessory,""Bowers, Smith and Morris"",120.73,443.91,94"
00802,total,Laptop,Gomez LLC,393.18,181.71,23
00803,use,Laptop,Weber PLC,249.88,630.21,77
"00804,later,Tablet,""Jackson, Martin and Hansen"",310.76,132.75,42"
"00805,see,Accessory,""Cunningham, Williams and Howard"",257.5,672.68,84"
00806,bar,Tablet,Jackson-York,262.96,454.06,13
"00807,view,Smartphone,""Wall, Rodriguez and Schneider"",486.69,118.97,64"
"00808,partner,Accessory,""Rios, Hall and Smith"",228.55,419.51,67"
00809,data,Smartphone,Clarke LLC,338.45,165.25,36
"00810,measure,Smartphone,""Hudson, Smith and Reyes"",240.1,692.34,91"
"00811,specific,Laptop,""Thomas, Henry and Byrd"",239.92,693.3,84"
00812,allow,Accessory,Schwartz-Craig,340.18,627.74,94
"00813,just,Tablet,""Harris, King and Gross"",302.46,536.13,6"
00814,peace,Laptop,Ayala-Henderson,323.2,691.91,30
00815,central,Accessory,Rangel Ltd,184.49,447.97,42
"00816,cut,Accessory,""Haley, Rich and Pena"",279.44,60.17,61"
"00817,national,Accessory,""Solis, Ramirez and Ochoa"",431.52,659.16,51"
00818,bad,Laptop,Garcia-Rodriguez,236.28,79.97,44
"00819,professional,Laptop,""Mckinney, Horton and Morris"",211.82,633.96,51"
"00820,federal,Smartphone,""Rose, Kelley and Randall"",270.39,276.37,22"
"00821,participant,Tablet,""Mcclain, Kennedy and Fields"",391.12,407.76,4"
"00822,wide,Smartphone,""Watts, Gonzales and Hernandez"",403.22,477.74,94"
00823,center,Smartphone,Stout and Sons,144.58,542.67,82
"00824,couple,Smartphone,""Lewis, Fisher and Gates"",366.2,504.99,64"
00825,green,Tablet,Friedman LLC,118.55,378.56,47
"00826,weight,Laptop,""Garrett, Blake and Burton"",399.59,282.19,32"
00827,become,Smartphone,Rice Ltd,287.99,234.0,49
"00828,process,Smartphone,""Campos, Simon and Brown"",51.05,316.46,98"
00829,get,Accessory,Combs-Rose,173.65,303.89,58
00830,remember,Smartphone,Ramirez PLC,310.58,210.82,18
"00831,impact,Tablet,""Nelson, Bailey and Rice"",327.54,191.7,32"
00832,two,Accessory,Solis Inc,243.4,586.67,27
00833,music,Tablet,Fox-Wall,409.39,178.08,42
00834,election,Laptop,Mcdaniel-Jimenez,195.39,506.16,27
00835,recent,Accessory,Morris-Graves,103.87,454.99,68
"00836,any,Laptop,""Norman, Sweeney and Howard"",144.92,116.36,82"
00837,before,Smartphone,Pugh PLC,392.86,582.21,59
"00838,gas,Smartphone,""Washington, Brady and Long"",187.11,550.27,20"
00839,trouble,Smartphone,Green-Moore,278.69,229.7,2
00840,all,Smartphone,Vaughn PLC,236.26,648.4,27
"00841,expect,Laptop,""Hardin, Pittman and Reed"",312.78,317.28,0"
00842,should,Smartphone,Young LLC,134.06,187.27,78
"00843,effect,Tablet,""Turner, Hood and Robinson"",66.69,167.03,92"
00844,hotel,Laptop,Ryan and Sons,206.13,433.65,94
"00845,book,Laptop,""Sullivan, Delacruz and Wilcox"",205.16,599.36,53"
"00846,raise,Accessory,""Weber, Freeman and Johnson"",90.1,332.91,64"
00847,make,Accessory,Edwards-Marsh,96.49,183.39,75
00848,young,Laptop,Hardy-Clark,436.7,121.66,79
"00849,card,Laptop,""Pierce, Chase and Hardy"",375.87,485.19,71"
00850,build,Laptop,Torres LLC,278.8,334.01,100
"00851,understand,Accessory,""Navarro, Campos and Wallace"",288.43,452.79,40"
00852,organization,Laptop,Richards-Perez,439.34,242.71,10
00853,know,Accessory,Wallace-Smith,225.81,279.54,84
00854,theory,Laptop,Williamson-Mosley,238.96,215.66,64
00855,everyone,Tablet,Smith-Walters,410.42,437.26,76
00856,your,Tablet,Anderson Group,61.58,192.05,20
00857,difference,Laptop,Thomas-Wolf,59.43,454.48,20
"00858,almost,Laptop,""Holden, Porter and White"",151.25,150.42,54"
00859,ahead,Smartphone,Shepard-Wells,69.95,106.71,98
"00860,western,Laptop,""Carroll, Griffin and Byrd"",422.92,612.88,82"
