ID_Venta,ID_Producto,ID_Cliente,ID_Vendedor,Fecha_Venta,Cantidad,Precio_Unitario,Descuento,Impuestos,Total_Venta,Metodo_Pago
00346,01159,00653,01123,2020-12-11,6,459.32,0.12,8.9,997.04,01032
00347,01592,01707,00984,2020-12-12,4,126.65,0.66,9.97,139.5,01632
00348,01278,01947,01860,2020-12-13,1,546.85,8.1,10.47,467.25,00145
00349,01900,00822,00112,2020-12-14,9,85.7,4.45,7.28,398.23,01543
00350,01787,00587,01162,2020-12-15,8,466.27,0.45,8.81,417.51,01899
00351,00077,01254,00323,2020-12-16,9,365.8,14.67,7.71,311.36,00902
00352,00936,00167,01725,2020-12-17,4,311.3,16.43,9.02,302.42,01688
00353,01989,00132,00751,2020-12-18,1,100.08,19.21,9.15,544.47,00175
00354,01778,01383,00595,2020-12-19,8,384.35,9.09,9.7,177.33,01959
00355,00598,00278,01195,2020-12-20,2,476.13,4.87,13.75,441.91,01751
00356,00610,00633,01631,2020-12-21,10,154.76,6.66,6.04,248.41,00149
00357,01723,00928,01388,2020-12-22,4,287.33,15.9,8.44,101.31,01263
00358,01297,01269,01853,2020-12-23,1,330.59,6.06,14.05,587.14,00565
00359,00006,00055,01703,2020-12-24,7,652.39,18.46,8.32,496.41,01161
00360,01038,00611,01523,2020-12-25,1,418.91,1.35,8.18,101.1,01336
00361,01306,00658,00373,2020-12-26,5,590.8,2.5,7.34,868.81,01120
00362,01952,00168,00657,2020-12-27,7,306.35,8.24,14.59,963.17,00620
00363,01584,00738,00656,2020-12-28,2,172.81,7.82,14.61,247.78,00189
00364,01188,00535,00963,2020-12-29,1,460.04,19.38,6.29,763.63,01604
00365,00798,01854,01397,2020-12-30,10,650.98,18.48,13.98,119.51,00860
00366,00395,00979,01543,2020-12-31,2,697.09,19.9,9.82,829.65,00499
00367,01029,00743,01087,2021-01-01,7,375.22,16.83,11.55,122.71,01578
00368,00633,00039,01840,2021-01-02,5,169.35,9.08,9.02,695.71,00967
00369,00618,01043,00017,2021-01-03,1,581.37,15.32,12.67,134.79,01700
00370,00534,00457,01546,2021-01-04,6,378.43,10.72,9.0,299.14,00348
00371,01760,00379,00083,2021-01-05,9,341.02,15.63,12.33,626.06,00132
00372,01682,00806,00933,2021-01-06,10,443.85,3.12,11.13,948.93,00124
00373,01576,00343,00319,2021-01-07,2,676.89,18.21,8.84,712.06,01346
00374,00364,01040,00593,2021-01-08,5,211.26,16.2,13.82,311.55,01874
00375,01450,00819,00804,2021-01-09,4,61.85,15.17,13.01,250.57,01147
00376,01571,00776,01049,2021-01-10,2,569.18,10.87,11.43,779.99,00275
00377,00336,01046,00460,2021-01-11,8,654.83,16.9,11.28,264.95,00660
00378,01208,01144,01999,2021-01-12,4,669.44,10.8,14.57,306.8,01243
00379,01574,00776,01953,2021-01-13,2,459.19,10.93,11.5,365.72,00510
00380,00012,01709,01087,2021-01-14,5,330.0,15.74,7.84,265.47,00484
00381,01712,01748,01781,2021-01-15,3,125.95,18.41,14.15,524.79,00402
00382,00420,01796,00382,2021-01-16,3,569.74,16.18,11.17,786.56,00882
00383,00756,00562,00079,2021-01-17,8,74.25,15.49,8.35,293.61,01354
00384,00367,00067,00165,2021-01-18,8,519.58,16.03,9.02,654.37,01996
00385,00245,01576,00515,2021-01-19,1,269.28,16.93,11.96,550.64,01953
00386,00069,00975,01380,2021-01-20,9,320.58,13.63,6.88,665.62,00354
00387,00542,01560,00892,2021-01-21,8,82.34,11.68,14.26,663.06,00469
00388,00736,00070,00020,2021-01-22,3,403.68,12.45,12.98,188.86,01150
00389,00006,01127,00282,2021-01-23,3,668.8,4.05,11.52,913.92,00556
00390,01920,01846,01214,2021-01-24,7,90.96,18.26,9.99,466.96,00190
00391,01511,00213,00010,2021-01-25,5,578.96,4.82,9.64,932.23,00443
00392,01342,00276,00745,2021-01-26,10,586.97,13.84,7.4,921.33,01435
00393,00644,01418,00204,2021-01-27,10,571.67,15.61,9.76,682.02,00193
00394,01779,01979,00522,2021-01-28,1,358.02,9.31,9.42,780.07,00369
00395,00287,01800,01113,2021-01-29,3,392.81,13.15,8.65,124.39,00873
00396,00950,00524,00761,2021-01-30,5,600.87,0.71,14.75,185.42,01505
00397,01868,01473,01762,2021-01-31,5,591.05,3.03,7.14,761.46,01921
00398,00623,00213,01036,2021-02-01,5,402.84,10.31,12.81,679.07,01926
00399,00351,01572,01648,2021-02-02,5,175.76,18.35,5.11,623.83,00883
00400,00905,00241,01711,2021-02-03,2,389.4,7.31,6.79,208.96,01322
00401,00857,01668,00360,2021-02-04,3,646.88,14.66,13.25,435.19,00824
00402,00431,00246,01479,2021-02-05,2,475.54,6.61,13.63,600.59,01080
00403,00165,00912,00456,2021-02-06,3,671.73,9.27,5.46,273.72,00259
00404,01206,00251,00716,2021-02-07,2,393.5,13.96,10.36,224.66,00211
00405,01008,01543,00015,2021-02-08,1,424.73,7.06,7.36,555.23,00452
00406,00390,01482,00280,2021-02-09,9,462.68,8.49,8.49,127.63,01855
00407,01862,01626,01082,2021-02-10,2,401.93,12.3,11.48,181.61,00193
00408,01459,00713,00973,2021-02-11,8,531.39,3.68,6.54,336.65,00808
00409,00359,00414,01852,2021-02-12,2,253.32,10.57,9.47,602.41,01576
00410,01455,00124,00254,2021-02-13,6,289.55,8.48,14.29,364.88,01328
00411,00597,01706,01573,2021-02-14,9,267.16,5.73,10.76,494.69,01766
00412,00951,00879,01758,2021-02-15,2,280.35,10.05,11.99,442.96,01141
00413,01671,00031,01007,2021-02-16,3,303.11,7.24,9.34,729.09,00033
00414,01046,00539,01358,2021-02-17,7,254.15,18.15,8.82,357.1,01013
00415,01672,00907,00996,2021-02-18,4,307.69,4.51,7.58,134.49,01554
00416,01545,00032,01515,2021-02-19,1,100.16,1.62,5.85,694.58,01960
00417,01661,01678,00976,2021-02-20,2,517.09,0.09,9.15,421.77,00641
00418,01909,01164,00277,2021-02-21,4,561.47,8.77,10.31,404.29,00699
00419,00829,01806,00261,2021-02-22,6,406.96,16.17,5.88,424.35,01292
00420,00308,01248,00714,2021-02-23,8,660.72,4.03,11.48,437.45,00511
00421,01145,01190,01959,2021-02-24,8,228.94,1.34,12.76,254.53,00456
00422,01034,01438,00389,2021-02-25,9,176.72,12.84,11.23,251.9,01625
00423,00307,01842,00812,2021-02-26,7,116.99,13.41,12.46,352.84,01494
00424,01193,00318,00958,2021-02-27,3,664.32,13.35,8.14,554.32,01238
00425,01685,01737,01044,2021-02-28,8,274.47,9.16,8.46,502.33,00918
00426,01251,00198,00788,2021-03-01,3,303.47,1.14,12.36,436.79,01394
00427,00243,01718,01773,2021-03-02,1,351.46,2.52,12.9,364.76,00351
00428,01595,01632,00867,2021-03-03,6,100.41,3.55,9.54,510.92,01077
00429,00353,01370,00127,2021-03-04,1,416.38,13.74,11.18,149.07,00811
00430,00469,00976,01463,2021-03-05,2,565.19,14.23,12.72,875.38,01801
00431,01439,01779,00683,2021-03-06,4,147.6,13.2,6.21,797.85,01843
00432,01678,01603,00094,2021-03-07,1,355.4,15.74,11.65,500.55,00640
00433,01895,00925,01690,2021-03-08,3,77.67,7.24,8.74,962.99,00108
00434,00244,00004,01102,2021-03-09,2,390.93,16.0,5.28,650.66,00681
00435,01355,00111,01212,2021-03-10,9,563.85,10.38,11.07,749.04,01028
00436,01086,00029,01201,2021-03-11,3,432.85,12.55,6.02,369.62,00245
00437,01408,01350,01774,2021-03-12,6,579.61,14.63,12.99,251.65,01299
00438,00479,01936,01932,2021-03-13,8,684.57,19.07,7.27,741.98,01572
00439,00716,01997,00833,2021-03-14,5,104.3,19.06,8.83,308.51,00146
00440,01175,01605,01206,2021-03-15,10,566.66,4.03,12.09,753.7,00517
00441,01053,00800,01805,2021-03-16,9,242.16,8.16,7.09,147.88,01246
00442,00589,00100,01018,2021-03-17,5,210.74,16.79,8.13,576.79,01330
00443,00307,01497,00677,2021-03-18,4,651.54,2.83,6.5,414.63,01892
00444,00092,00709,00219,2021-03-19,2,599.75,5.33,8.03,253.17,01634
00445,01042,01660,01835,2021-03-20,1,331.51,8.38,13.51,676.18,01246
00446,01030,01832,00125,2021-03-21,4,562.75,4.92,7.91,312.52,01116
00447,00249,00914,00641,2021-03-22,3,204.84,1.21,14.66,257.55,00626
00448,00400,00912,01836,2021-03-23,5,429.74,18.01,6.89,631.95,00504
00449,01903,00575,00749,2021-03-24,10,136.92,19.78,12.75,100.55,01278
00450,01680,00283,00887,2021-03-25,8,313.42,11.72,10.54,979.0,00300
00451,01820,00343,01736,2021-03-26,9,451.2,3.27,5.91,947.85,00112
00452,01765,01525,00055,2021-03-27,10,81.26,17.37,13.38,298.23,00140
00453,01188,00949,01520,2021-03-28,3,576.75,4.3,7.5,897.98,01049
00454,00847,00369,00082,2021-03-29,3,544.4,6.88,12.91,656.86,01438
00455,00554,01454,00051,2021-03-30,9,215.12,4.0,11.23,531.95,01621
00456,01158,00941,01043,2021-03-31,3,193.43,3.37,6.02,502.8,00757
00457,00129,01947,01293,2021-04-01,8,329.29,15.68,13.63,379.08,00150
00458,00589,01413,00391,2021-04-02,7,447.04,7.08,9.57,906.85,00483
00459,01188,01996,01824,2021-04-03,7,415.99,17.61,11.61,430.56,00417
00460,01285,01739,00455,2021-04-04,7,242.23,8.84,11.58,179.45,01191
00461,00189,01838,01320,2021-04-05,2,326.01,14.46,6.96,441.44,01417
00462,01671,00099,01446,2021-04-06,7,626.02,11.8,5.45,615.13,01432
00463,00713,01752,01177,2021-04-07,4,82.52,8.61,7.0,795.87,00095
00464,01053,00897,01539,2021-04-08,10,192.33,1.43,13.01,788.17,00069
00465,00182,01125,00409,2021-04-09,1,636.59,11.64,9.38,679.6,00163
00466,01747,00267,01661,2021-04-10,1,398.74,2.58,14.41,146.29,01322
00467,00235,00211,01932,2021-04-11,4,526.09,16.79,7.02,866.85,00173
00468,00006,01992,01873,2021-04-12,4,572.66,10.19,13.92,846.88,00798
00469,00803,01036,00152,2021-04-13,7,342.87,7.43,14.76,111.09,01052
00470,00537,01836,00422,2021-04-14,1,292.78,9.54,11.99,335.12,00180
00471,00752,00243,00196,2021-04-15,3,550.45,10.93,8.26,518.19,00743
00472,00300,00344,01953,2021-04-16,10,466.9,6.61,12.57,493.62,00745
00473,01604,00689,00507,2021-04-17,1,677.16,16.01,12.91,450.51,01612
00474,01141,00507,00917,2021-04-18,6,620.35,4.62,6.75,732.33,00061
00475,00054,01304,01931,2021-04-19,6,156.36,0.7,7.83,766.06,01119
00476,01419,00487,00319,2021-04-20,1,451.17,5.14,6.14,769.88,01751
00477,01360,00919,00347,2021-04-21,7,84.68,4.46,9.05,867.11,00941
00478,01491,00832,01801,2021-04-22,7,476.63,5.93,9.55,900.75,01695
00479,00649,01743,00679,2021-04-23,10,588.33,0.96,8.31,637.9,00942
00480,00345,00830,01119,2021-04-24,9,528.14,1.47,6.52,473.46,01330
00481,00926,00332,00791,2021-04-25,8,271.27,17.2,9.46,914.58,00616
00482,01862,01018,00224,2021-04-26,7,320.71,3.18,7.88,806.36,00101
00483,00316,00181,00973,2021-04-27,7,188.69,5.35,7.59,628.65,00940
00484,01611,01924,01433,2021-04-28,7,380.18,0.98,6.6,614.94,01313
00485,01490,01811,01555,2021-04-29,8,235.43,17.13,8.5,950.37,01488
00486,00807,01434,01189,2021-04-30,3,609.21,6.13,8.32,847.68,01879
00487,01432,01005,01267,2021-05-01,10,253.28,17.62,11.33,668.17,01996
00488,00345,01556,00583,2021-05-02,2,82.53,2.76,7.77,440.08,01996
00489,00818,01939,00931,2021-05-03,7,409.0,7.56,11.57,956.98,01505
00490,00285,01164,00338,2021-05-04,10,284.61,14.85,11.92,215.91,01592
00491,00483,01517,01374,2021-05-05,8,524.91,5.2,6.61,218.26,00148
00492,00252,01502,01973,2021-05-06,3,578.45,6.58,10.42,250.27,00083
00493,01416,00913,00512,2021-05-07,1,627.57,3.41,11.15,924.26,01870
00494,01907,01501,01664,2021-05-08,6,222.57,11.32,9.71,143.73,01623
00495,01889,00860,00887,2021-05-09,8,221.25,11.21,7.94,516.7,00508
00496,00680,01080,00735,2021-05-10,6,528.7,14.6,13.25,649.23,01653
00497,01870,01966,00656,2021-05-11,3,631.47,10.53,8.46,766.62,01703
00498,01712,00314,00198,2021-05-12,7,333.6,4.58,14.61,635.75,01224
00499,00312,00810,01277,2021-05-13,4,349.64,4.86,9.47,947.13,01419
00500,01988,01042,00574,2021-05-14,2,523.95,8.21,14.11,929.72,01865
00501,01850,01483,01093,2021-05-15,8,160.24,3.39,14.98,428.81,01176
00502,00077,01008,00006,2021-05-16,3,202.38,7.45,12.72,831.36,00989
00503,00265,00914,00009,2021-05-17,6,379.15,12.39,8.66,958.11,00997
00504,00392,01894,00134,2021-05-18,6,606.67,6.75,7.46,462.43,01531
00505,00967,01532,01489,2021-05-19,5,388.91,6.82,13.29,366.62,00615
00506,00639,00255,01740,2021-05-20,5,66.95,5.42,9.89,484.27,00217
00507,01666,01902,01395,2021-05-21,9,681.93,19.05,6.13,435.98,01813
00508,01251,00579,00001,2021-05-22,5,451.09,19.52,7.04,467.0,01845
00509,01436,00613,01687,2021-05-23,7,463.93,16.95,6.57,616.86,00980
00510,01235,01597,01196,2021-05-24,1,206.53,2.36,7.94,971.56,01739
00511,01735,00383,01623,2021-05-25,3,129.14,19.33,14.05,531.44,01547
00512,00795,00329,00835,2021-05-26,6,516.63,13.21,6.97,710.25,01627
00513,01886,00525,00915,2021-05-27,8,625.28,1.21,5.16,861.91,00503
00514,01417,00518,01012,2021-05-28,2,321.0,5.28,12.7,493.6,01729
00515,01356,01041,01405,2021-05-29,9,612.57,6.27,13.97,865.07,00996
00516,01010,00366,01830,2021-05-30,6,80.77,7.06,7.19,260.01,00651
00517,00977,01994,01116,2021-05-31,9,560.37,13.44,11.05,450.52,01278
00518,00743,01709,00599,2021-06-01,1,639.28,13.34,10.63,311.31,00055
00519,00786,00463,01996,2021-06-02,5,153.62,2.99,7.51,650.11,00316
00520,01979,00541,01188,2021-06-03,9,314.41,4.55,13.8,696.9,00535
00521,01303,00742,01515,2021-06-04,2,83.27,0.82,12.88,516.89,00773
00522,01056,00616,01135,2021-06-05,8,153.94,15.81,6.14,607.34,01062
00523,01288,01128,00448,2021-06-06,2,66.01,5.93,10.19,531.65,01511
00524,01652,01667,01703,2021-06-07,10,564.86,5.98,5.95,261.61,00112
00525,00595,01391,01784,2021-06-08,9,458.6,13.52,10.55,500.41,01957
00526,00279,01015,01582,2021-06-09,3,460.35,14.26,12.11,970.34,00100
00527,00400,01052,00403,2021-06-10,10,699.28,5.75,13.81,199.29,00143
00528,00208,01034,01489,2021-06-11,3,392.04,7.16,7.29,304.94,01169
00529,00807,00858,01225,2021-06-12,4,77.19,5.2,9.12,490.12,00107
00530,00640,01702,01338,2021-06-13,9,410.11,11.06,6.0,777.58,00598
00531,00502,00433,00411,2021-06-14,1,468.62,17.82,13.26,747.72,01866
00532,01882,01072,00400,2021-06-15,1,158.96,15.17,10.35,495.76,00018
00533,01833,00009,01012,2021-06-16,3,677.99,5.58,5.08,850.15,01283
00534,01720,00560,01743,2021-06-17,9,79.37,19.24,8.81,389.02,01449
00535,01381,01381,00945,2021-06-18,10,520.37,9.14,7.67,149.41,00110
00536,00557,00125,01638,2021-06-19,2,137.9,5.63,5.4,325.07,01011
00537,01860,00901,00039,2021-06-20,5,89.63,11.59,9.28,290.99,00509
00538,01606,01390,00737,2021-06-21,5,406.7,2.21,14.77,555.78,01955
00539,00928,01280,01452,2021-06-22,9,552.32,9.97,5.26,595.23,00117
00540,00135,00826,00134,2021-06-23,1,130.46,6.66,12.87,796.45,01120
00541,00526,01604,01571,2021-06-24,9,271.0,0.73,14.52,418.23,00710
00542,00147,00806,00155,2021-06-25,5,153.96,0.6,5.08,665.95,00932
00543,01422,00533,01270,2021-06-26,8,383.8,11.1,6.22,633.14,00875
00544,00290,01777,00285,2021-06-27,3,354.57,18.73,8.21,830.88,00504
00545,01954,00800,01996,2021-06-28,3,510.15,7.5,13.39,960.94,00888
00546,00305,00032,00058,2021-06-29,10,194.61,9.97,6.99,523.0,01215
00547,01310,00201,00566,2021-06-30,8,690.89,1.87,5.74,568.65,01584
00548,00450,01415,01220,2021-07-01,9,665.31,18.44,5.74,425.84,01546
00549,00412,00515,01522,2021-07-02,1,420.93,15.66,14.04,523.25,00636
00550,00790,00938,01506,2021-07-03,8,460.86,17.3,6.65,218.14,00888
00551,00524,00381,01848,2021-07-04,7,590.74,16.02,12.84,145.91,00363
00552,00851,01215,00378,2021-07-05,9,495.57,2.48,9.9,728.43,01851
00553,01575,00482,01550,2021-07-06,5,67.04,6.11,11.13,793.78,00899
00554,00928,00392,00098,2021-07-07,3,339.81,9.8,10.9,328.93,00838
00555,00662,00623,01198,2021-07-08,8,620.58,7.7,13.01,474.13,00772
00556,00660,00644,01999,2021-07-09,1,76.41,11.6,9.06,144.36,00379
00557,01702,01690,00041,2021-07-10,6,115.31,0.89,6.95,750.24,00006
00558,01395,01587,00100,2021-07-11,10,689.34,8.22,6.9,384.86,00578
00559,01072,00403,00644,2021-07-12,10,391.36,13.49,8.09,345.31,00034
00560,00743,00682,02000,2021-07-13,2,602.88,8.32,9.91,121.42,00210
00561,00851,01427,01280,2021-07-14,7,435.92,8.69,5.21,211.77,01078
00562,00516,00738,01441,2021-07-15,2,533.55,19.54,8.38,119.74,00514
00563,01317,01930,01854,2021-07-16,1,412.69,7.92,7.63,579.21,01056
00564,01532,01093,01416,2021-07-17,5,603.82,10.47,7.01,731.47,01034
00565,00642,00303,01189,2021-07-18,5,395.87,6.42,11.21,703.84,00389
00566,00564,00068,00987,2021-07-19,7,632.23,8.2,5.88,859.5,01901
00567,01055,01871,01152,2021-07-20,6,279.25,3.36,11.33,987.2,01570
00568,01469,01882,01891,2021-07-21,9,231.12,10.95,13.0,212.28,00014
00569,00671,00745,00466,2021-07-22,8,673.98,17.94,14.28,744.62,00854
00570,00790,01807,01790,2021-07-23,6,632.38,5.86,8.13,295.75,01344
00571,00748,01549,01024,2021-07-24,3,373.86,10.94,10.13,164.24,00585
00572,00351,00843,01936,2021-07-25,3,477.25,0.52,9.03,687.84,01711
00573,00108,01486,01408,2021-07-26,10,594.78,3.7,10.03,909.23,00271
00574,01883,01776,00389,2021-07-27,4,416.47,17.34,13.35,526.25,00705
00575,00613,00702,00449,2021-07-28,5,347.72,9.33,5.36,506.95,01709
00576,01667,00474,00003,2021-07-29,2,113.22,9.38,11.14,342.11,01326
00577,01168,01522,01679,2021-07-30,9,449.71,15.32,12.33,652.56,00558
00578,01782,01088,00944,2021-07-31,7,535.63,18.26,14.35,713.81,01455
00579,00653,01274,01977,2021-08-01,3,83.8,9.4,5.83,188.22,01867
00580,01162,01133,00551,2021-08-02,8,412.67,5.86,13.76,540.36,00848
00581,01709,01802,01847,2021-08-03,9,486.56,9.41,8.99,939.67,00392
00582,01707,00576,01298,2021-08-04,2,408.37,6.43,7.69,885.12,00549
00583,00989,01732,00351,2021-08-05,2,467.9,15.87,12.69,897.33,00323
00584,00617,00018,01839,2021-08-06,5,70.7,15.61,14.69,791.4,00961
00585,00576,00279,00645,2021-08-07,1,684.16,18.12,6.08,728.48,00622
00586,00248,00359,00149,2021-08-08,7,102.95,3.79,7.29,310.42,01318
00587,01494,01431,00520,2021-08-09,2,635.54,9.73,5.67,282.53,01797
00588,01815,01259,00176,2021-08-10,7,324.7,14.4,13.45,724.0,01103
00589,00459,00932,01056,2021-08-11,2,364.89,18.44,13.75,271.19,01490
00590,01234,00157,01718,2021-08-12,8,691.34,16.35,6.22,663.52,00724
00591,01480,00593,01212,2021-08-13,4,273.26,0.09,7.19,244.26,01765
00592,00189,01988,00131,2021-08-14,8,661.92,13.13,13.12,747.16,00116
00593,01334,00961,01902,2021-08-15,2,555.2,18.89,8.28,134.26,01035
00594,00361,01918,00931,2021-08-16,1,404.02,0.99,14.39,908.3,01856
00595,01643,00982,01969,2021-08-17,9,246.88,14.56,9.68,373.47,01689
00596,00442,00827,01709,2021-08-18,8,280.81,17.57,12.15,405.61,01375
00597,01107,01921,01569,2021-08-19,1,686.92,18.97,10.31,824.62,00375
00598,01989,00230,01720,2021-08-20,5,254.3,5.83,10.68,825.61,01802
00599,00437,01488,01137,2021-08-21,7,513.82,8.69,12.12,386.48,01085
00600,01059,00692,00458,2021-08-22,3,370.42,6.39,9.15,670.37,00258
00601,01432,00118,00084,2021-08-23,10,386.46,13.71,5.24,906.04,01346
00602,00348,00095,00483,2021-08-24,6,415.13,11.39,6.68,567.1,00585
00603,00119,00792,01126,2021-08-25,9,670.17,17.06,5.62,685.83,00681
00604,01849,00795,01427,2021-08-26,2,356.05,11.61,9.36,417.45,01068
00605,00958,00372,01387,2021-08-27,6,79.46,19.45,9.29,767.27,00732
00606,01237,00458,00982,2021-08-28,3,86.61,16.77,10.04,299.13,01429
00607,00094,00502,00274,2021-08-29,1,295.7,9.47,13.96,827.21,00063
00608,01535,00169,01986,2021-08-30,2,665.51,16.54,9.82,336.69,01558
00609,00631,00131,01002,2021-08-31,10,429.01,9.21,6.61,823.39,01397
00610,00307,01509,01682,2021-09-01,3,473.53,8.08,11.59,224.49,00476
00611,00262,00655,01850,2021-09-02,9,462.78,17.88,10.82,384.4,01953
00612,00581,00848,01889,2021-09-03,7,289.77,4.72,5.82,746.44,01872
00613,01109,00932,00791,2021-09-04,1,157.2,4.37,14.39,679.13,01505
00614,00450,01858,01728,2021-09-05,2,422.78,17.06,11.32,326.36,00807
00615,01456,00360,00797,2021-09-06,1,316.32,8.55,12.86,846.74,01469
00616,00940,00022,01858,2021-09-07,4,435.98,4.89,14.31,825.36,01679
00617,01153,00967,01617,2021-09-08,7,269.04,5.58,13.48,699.44,00479
00618,01405,00112,01606,2021-09-09,6,676.25,19.42,11.88,644.01,01314
00619,01606,01161,01064,2021-09-10,8,218.61,5.94,14.87,827.17,00777
00620,00314,00732,01890,2021-09-11,10,583.62,13.43,14.73,830.64,00915
00621,01893,01519,01140,2021-09-12,2,569.23,0.25,6.4,834.46,00702
00622,01541,00407,00258,2021-09-13,2,453.08,11.35,8.52,874.73,01252
00623,00999,01736,00565,2021-09-14,9,447.6,19.59,10.12,287.57,00304
00624,00448,00932,00318,2021-09-15,10,120.26,8.74,10.07,811.21,00294
00625,01776,01324,00678,2021-09-16,4,248.13,17.53,10.14,592.08,01643
00626,00301,01761,00795,2021-09-17,9,421.48,11.64,13.35,583.81,00572
00627,00712,00087,01559,2021-09-18,6,305.24,2.4,6.92,467.15,00837
00628,01276,00604,00953,2021-09-19,7,406.76,2.7,5.96,377.54,00819
00629,00368,01833,00469,2021-09-20,2,333.69,17.82,13.47,479.81,00016
00630,01102,01067,01083,2021-09-21,5,686.26,4.76,6.11,680.72,00534
00631,01683,00746,01071,2021-09-22,8,345.98,16.16,6.66,973.36,00683
00632,00388,01879,01265,2021-09-23,2,653.16,15.5,7.8,412.67,01687
00633,01086,01201,00610,2021-09-24,4,141.87,19.69,9.43,955.23,00048
00634,00389,00407,00585,2021-09-25,7,486.5,11.44,6.24,338.79,01184
00635,00562,00814,01125,2021-09-26,10,136.17,14.55,12.73,314.14,00483
00636,00666,01193,01675,2021-09-27,9,327.17,9.26,7.35,891.96,01441
00637,01969,01777,00513,2021-09-28,9,74.7,10.18,14.27,886.99,00574
00638,00712,01559,00134,2021-09-29,3,78.49,15.75,9.3,190.84,00280
00639,01014,01930,01511,2021-09-30,8,611.99,3.09,5.49,430.45,01847
00640,00121,01266,01839,2021-10-01,5,632.24,9.89,12.51,441.36,01291
00641,00105,00841,01665,2021-10-02,10,299.2,2.66,13.45,399.76,00677
00642,01007,00491,01592,2021-10-03,5,472.38,12.58,8.22,892.25,00961
00643,01068,01988,01622,2021-10-04,3,161.56,7.22,9.11,284.9,01403
00644,00577,00098,00288,2021-10-05,10,614.84,1.4,6.96,188.38,01132
00645,01624,00689,01967,2021-10-06,2,217.75,6.74,12.94,746.08,00347
00646,00407,00173,00822,2021-10-07,8,418.0,5.98,13.67,658.16,00863
00647,00835,01064,00431,2021-10-08,1,140.9,12.62,14.73,110.41,00266
00648,00778,00666,00160,2021-10-09,4,504.68,2.96,13.53,502.84,00068
00649,00907,00345,00231,2021-10-10,2,233.24,12.86,9.91,206.53,01071
00650,01925,01486,01691,2021-10-11,4,101.38,14.16,10.73,584.96,00103
00651,00884,01386,01768,2021-10-12,1,567.05,12.57,5.07,503.21,01401
00652,01255,01517,01070,2021-10-13,1,140.69,17.37,13.32,371.23,00884
00653,01107,01339,01843,2021-10-14,2,534.53,17.93,5.89,102.47,00183
00654,00918,01295,01441,2021-10-15,3,556.31,6.05,8.09,819.47,01324
00655,00822,00140,00628,2021-10-16,2,321.67,9.1,8.85,599.51,01182
00656,01594,01407,01732,2021-10-17,1,95.22,19.44,8.29,222.23,01289
00657,00920,00589,01289,2021-10-18,2,119.19,1.72,5.39,286.65,01049
00658,01432,01900,01294,2021-10-19,9,674.7,7.25,6.75,109.22,01547
00659,01135,01561,00555,2021-10-20,10,524.26,13.86,5.63,726.25,00194
00660,00351,00355,01015,2021-10-21,6,403.79,10.58,8.24,278.64,00779
00661,01744,00006,00139,2021-10-22,5,232.27,3.08,14.4,616.23,01542
00662,01483,01963,00379,2021-10-23,2,375.16,9.84,5.84,899.25,00817
00663,00584,01849,01101,2021-10-24,8,79.56,10.76,12.59,751.1,00672
00664,00489,00455,01231,2021-10-25,1,592.06,9.51,6.26,699.23,00528
00665,01864,00992,00834,2021-10-26,8,245.81,15.8,5.53,671.96,00843
00666,01279,01272,00107,2021-10-27,3,344.98,2.11,5.95,139.15,01270
00667,00233,01895,00637,2021-10-28,10,655.57,12.34,8.19,127.1,01017
00668,01762,00726,01746,2021-10-29,9,400.52,1.52,14.59,524.57,01757
00669,00109,01129,00535,2021-10-30,9,599.7,8.69,7.69,236.42,01024
00670,01881,00929,00773,2021-10-31,10,516.25,18.99,10.93,270.67,00711
00671,01495,01270,00169,2021-11-01,3,511.14,17.8,6.22,599.57,00747
00672,01131,00524,00975,2021-11-02,4,675.36,10.6,5.4,333.96,01935
00673,00473,00601,01093,2021-11-03,2,499.65,5.0,11.16,497.43,01467
00674,00810,01608,01566,2021-11-04,8,216.31,14.23,7.79,669.33,00069
00675,01025,01669,00242,2021-11-05,9,545.66,1.29,7.64,854.57,01982
00676,01472,00408,00153,2021-11-06,8,698.87,16.21,14.9,106.3,00731
00677,01195,00099,00923,2021-11-07,1,243.33,8.11,12.22,335.79,00862
00678,01224,01388,01219,2021-11-08,5,80.52,11.59,9.25,603.7,00544
00679,00700,01683,01801,2021-11-09,1,448.56,7.03,6.55,473.96,01944
00680,00903,01589,00157,2021-11-10,10,244.55,3.99,5.55,796.11,01363
00681,00495,01257,00429,2021-11-11,1,464.02,17.37,12.28,187.64,00545
00682,00822,01944,01443,2021-11-12,10,404.75,14.81,9.47,836.75,00835
00683,00760,00582,00348,2021-11-13,8,155.97,16.46,13.17,672.09,01584
00684,01434,00067,01245,2021-11-14,9,350.49,15.57,9.2,379.43,01530
00685,00961,01598,00152,2021-11-15,7,246.44,19.99,10.02,866.59,00075
00686,00845,00233,01199,2021-11-16,6,256.03,4.79,12.35,954.58,01757
00687,01580,00023,00215,2021-11-17,5,207.0,9.85,5.57,728.84,01986
00688,01408,00559,01236,2021-11-18,10,73.5,0.85,13.61,526.81,01890
00689,00855,01264,01310,2021-11-19,7,240.33,9.35,7.13,657.95,01872
00690,00999,01645,00298,2021-11-20,4,239.05,12.56,10.11,556.06,00093
00691,01786,01667,01574,2021-11-21,10,481.92,11.17,10.47,827.73,00166
00692,01901,00753,00632,2021-11-22,9,206.51,5.47,12.2,146.28,01167
